loan_id,customer_id,loan_amount,interest_rate,loan_term_months,loan_type,loan_purpose,application_date,approval_status,loan_status
2760,1401,4234492,7.79,60,Education Loan,Travel,2025-04-25,Approved,Active
2761,1402,989561,16.46,12,Education Loan,Travel,2024-06-30,Rejected,Not Issued
2762,1402,1062925,16.8,120,Personal Loan,Education,2025-05-23,Pending,Not Issued
2763,1403,3449793,17.64,24,Personal Loan,Business Expansion,2023-07-10,Rejected,Not Issued
2764,1403,516950,16.58,120,Car Loan,Vehicle,2024-11-15,Rejected,Not Issued
2765,1404,135199,9.88,24,Home Loan,Medical,2023-05-28,Approved,Active
2766,1404,1811463,11.18,36,Education Loan,Home Purchase,2024-09-07,Pending,Not Issued
2767,1404,4162012,11.49,48,Car Loan,Wedding,2023-11-18,Pending,Not Issued
2768,1405,563820,11.66,60,Education Loan,Vehicle,2024-02-23,Approved,Active
2769,1406,410835,17.75,12,Education Loan,Medical,2022-08-17,Pending,Not Issued
2770,1406,256086,12.68,60,Personal Loan,Home Purchase,2025-06-11,Pending,Not Issued
2771,1407,391581,12.43,24,Personal Loan,Business Expansion,2022-11-12,Rejected,Not Issued
2772,1407,1372388,12.54,48,Car Loan,Wedding,2025-02-14,Pending,Not Issued
2773,1407,489742,14.28,12,Business Loan,Education,2023-07-18,Pending,Not Issued
2774,1408,597762,13.93,120,Home Loan,Home Purchase,2022-12-21,Rejected,Not Issued
2775,1409,4415284,10.02,60,Business Loan,Travel,2025-11-06,Approved,Active
2776,1409,4413193,11.19,84,Home Loan,Home Purchase,2024-02-20,Approved,Default
2777,1410,3444694,16.6,48,Home Loan,Travel,2022-11-01,Pending,Not Issued
2778,1411,3821366,12.24,12,Education Loan,Wedding,2026-03-16,Pending,Not Issued
2779,1411,292926,12.77,24,Business Loan,Wedding,2024-03-23,Rejected,Not Issued
2780,1412,1840514,11.46,84,Business Loan,Vehicle,2025-06-17,Pending,Not Issued
2781,1412,2535139,9.3,12,Business Loan,Business Expansion,2024-12-01,Approved,Closed
2782,1412,605921,11.55,12,Business Loan,Business Expansion,2023-01-14,Pending,Not Issued
2783,1413,3106857,10.52,84,Home Loan,Wedding,2024-08-05,Pending,Not Issued
2784,1413,576891,10.42,36,Business Loan,Medical,2022-10-18,Pending,Not Issued
2785,1413,3151576,10.1,60,Home Loan,Home Purchase,2025-08-20,Approved,Closed
2786,1414,69878,14.0,84,Personal Loan,Medical,2022-12-16,Pending,Not Issued
2787,1414,340632,13.33,48,Personal Loan,Education,2023-10-10,Pending,Not Issued
2788,1415,713171,13.45,24,Car Loan,Home Purchase,2024-12-15,Rejected,Not Issued
2789,1415,361201,17.27,120,Home Loan,Travel,2026-06-24,Pending,Not Issued
2790,1416,2937664,15.28,48,Car Loan,Wedding,2025-09-01,Rejected,Not Issued
2791,1416,1664662,12.69,36,Car Loan,Wedding,2024-12-16,Rejected,Not Issued
2792,1416,1241688,16.24,12,Education Loan,Vehicle,2025-06-16,Rejected,Not Issued
2793,1417,462962,15.6,120,Car Loan,Medical,2025-08-30,Pending,Not Issued
2794,1417,567995,13.94,48,Personal Loan,Business Expansion,2023-01-21,Pending,Not Issued
2795,1417,241228,15.82,36,Car Loan,Travel,2025-11-28,Pending,Not Issued
2796,1418,844231,12.31,24,Business Loan,Vehicle,2026-05-13,Approved,Closed
2797,1418,1411110,16.21,12,Home Loan,Business Expansion,2024-06-20,Approved,Active
2798,1418,2263617,13.63,48,Education Loan,Vehicle,2025-02-06,Pending,Not Issued
2799,1419,4829167,7.06,60,Personal Loan,Vehicle,2026-04-23,Approved,Active
2800,1420,690250,13.32,48,Personal Loan,Vehicle,2024-05-02,Rejected,Not Issued
2801,1421,1833645,17.11,24,Personal Loan,Education,2023-12-01,Pending,Not Issued
2802,1421,2365822,16.88,48,Education Loan,Wedding,2026-07-15,Rejected,Not Issued
2803,1421,2871316,13.71,48,Home Loan,Travel,2023-09-19,Rejected,Not Issued
2804,1422,1871383,17.79,12,Personal Loan,Vehicle,2024-03-26,Pending,Not Issued
2805,1422,1564688,13.36,48,Education Loan,Vehicle,2025-02-01,Pending,Not Issued
2806,1423,3492708,7.61,24,Home Loan,Medical,2025-04-23,Approved,Closed
2807,1423,2679123,7.55,84,Car Loan,Vehicle,2024-10-03,Approved,Active
2808,1423,244490,7.04,60,Home Loan,Travel,2023-02-04,Approved,Active
2809,1424,1567643,9.85,36,Personal Loan,Business Expansion,2025-12-15,Approved,Active
2810,1425,506857,11.33,24,Car Loan,Medical,2025-06-03,Approved,Active
2811,1426,3343522,13.92,48,Home Loan,Travel,2026-06-09,Rejected,Not Issued
2812,1426,1417297,12.03,120,Home Loan,Wedding,2024-07-10,Rejected,Not Issued
2813,1426,1860800,14.86,84,Home Loan,Wedding,2024-03-05,Rejected,Not Issued
2814,1427,1154867,17.51,60,Personal Loan,Home Purchase,2023-12-12,Pending,Not Issued
2815,1427,3302238,16.64,48,Education Loan,Medical,2024-12-22,Pending,Not Issued
2816,1427,2105656,15.31,36,Business Loan,Business Expansion,2024-08-27,Pending,Not Issued
2817,1428,4303124,11.04,48,Home Loan,Business Expansion,2025-05-05,Approved,Active
2818,1428,1358478,10.7,48,Car Loan,Vehicle,2025-03-27,Approved,Closed
2819,1428,337753,10.94,24,Car Loan,Business Expansion,2024-01-19,Approved,Active
2820,1429,1342845,14.45,12,Home Loan,Home Purchase,2022-12-13,Pending,Not Issued
2821,1430,416720,14.6,36,Personal Loan,Medical,2026-07-05,Pending,Not Issued
2822,1430,1170156,15.29,12,Business Loan,Travel,2022-09-23,Rejected,Not Issued
2823,1430,533530,16.26,12,Home Loan,Business Expansion,2025-01-02,Pending,Not Issued
2824,1431,2184951,17.4,24,Home Loan,Travel,2026-04-09,Rejected,Not Issued
2825,1431,1837830,16.93,84,Education Loan,Travel,2025-09-10,Rejected,Not Issued
2826,1431,1339736,14.56,120,Education Loan,Travel,2023-12-17,Rejected,Not Issued
2827,1432,441589,12.8,48,Business Loan,Wedding,2026-03-31,Rejected,Not Issued
2828,1433,2136089,16.48,12,Car Loan,Vehicle,2023-10-17,Pending,Not Issued
2829,1433,1440812,17.98,24,Business Loan,Home Purchase,2023-09-06,Approved,Closed
2830,1433,3631688,13.17,120,Home Loan,Wedding,2026-01-20,Approved,Default
2831,1434,4092515,17.87,84,Car Loan,Medical,2025-04-21,Pending,Not Issued
2832,1435,3915083,11.19,12,Car Loan,Vehicle,2023-02-25,Pending,Not Issued
2833,1435,590735,9.48,48,Car Loan,Education,2023-06-08,Pending,Not Issued
2834,1436,524008,12.31,84,Home Loan,Education,2022-11-13,Pending,Not Issued
2835,1436,588884,16.63,48,Education Loan,Vehicle,2024-07-28,Rejected,Not Issued
2836,1436,165236,14.49,84,Education Loan,Travel,2025-12-07,Rejected,Not Issued
2837,1437,154449,16.24,48,Education Loan,Wedding,2024-06-09,Rejected,Not Issued
2838,1437,192063,13.01,36,Education Loan,Travel,2022-07-29,Rejected,Not Issued
2839,1437,158018,16.42,60,Car Loan,Education,2023-08-13,Pending,Not Issued
2840,1438,2969147,9.56,12,Education Loan,Wedding,2024-11-27,Pending,Not Issued
2841,1438,3845343,11.31,60,Car Loan,Home Purchase,2023-05-13,Pending,Not Issued
2842,1439,746544,14.13,48,Business Loan,Travel,2024-09-18,Approved,Closed
2843,1439,594379,12.94,84,Education Loan,Wedding,2022-08-27,Approved,Closed
2844,1440,3244435,14.0,36,Personal Loan,Vehicle,2026-03-06,Pending,Not Issued
2845,1440,2091485,12.24,12,Business Loan,Home Purchase,2025-08-06,Pending,Not Issued
2846,1440,1550044,14.58,84,Business Loan,Travel,2024-07-08,Rejected,Not Issued
2847,1441,3148762,10.21,84,Education Loan,Medical,2025-09-18,Approved,Active
2848,1442,348397,17.27,36,Business Loan,Vehicle,2024-09-15,Rejected,Not Issued
2849,1442,375854,13.07,84,Home Loan,Home Purchase,2024-08-25,Rejected,Not Issued
2850,1443,870552,17.54,12,Business Loan,Medical,2022-12-24,Pending,Not Issued
2851,1443,1662019,13.48,36,Home Loan,Medical,2023-10-07,Approved,Closed
2852,1443,155221,17.85,60,Personal Loan,Business Expansion,2025-07-21,Approved,Active
2853,1444,593479,7.5,60,Education Loan,Wedding,2024-09-04,Approved,Active
2854,1445,3251213,14.96,60,Business Loan,Travel,2024-01-29,Pending,Not Issued
2855,1446,1339018,7.5,12,Personal Loan,Wedding,2025-08-08,Approved,Active
2856,1446,2078204,7.31,12,Car Loan,Medical,2024-05-05,Approved,Closed
2857,1446,2281122,8.15,12,Home Loan,Wedding,2023-04-04,Approved,Active
2858,1447,2324546,17.72,84,Business Loan,Medical,2026-02-01,Rejected,Not Issued
2859,1447,2032748,17.74,48,Home Loan,Home Purchase,2025-08-05,Rejected,Not Issued
2860,1447,1932004,13.53,24,Education Loan,Home Purchase,2023-02-20,Pending,Not Issued
2861,1448,610806,14.06,120,Personal Loan,Medical,2022-07-30,Rejected,Not Issued
2862,1448,974957,12.76,120,Personal Loan,Wedding,2024-01-20,Rejected,Not Issued
2863,1448,750866,13.22,12,Education Loan,Business Expansion,2024-02-29,Rejected,Not Issued
2864,1449,1553975,14.58,120,Education Loan,Education,2024-06-06,Approved,Default
2865,1449,2683975,15.4,36,Business Loan,Vehicle,2024-03-24,Pending,Not Issued
2866,1450,1478496,13.44,36,Car Loan,Business Expansion,2024-10-25,Pending,Not Issued
2867,1450,1181316,16.64,84,Business Loan,Business Expansion,2023-07-22,Pending,Not Issued
2868,1451,1384206,11.69,60,Education Loan,Vehicle,2022-12-03,Approved,Closed
2869,1452,2445439,17.81,84,Car Loan,Travel,2024-01-31,Rejected,Not Issued
2870,1453,2404272,7.62,120,Education Loan,Home Purchase,2022-08-04,Approved,Active
2871,1454,3609944,17.12,48,Car Loan,Education,2022-11-10,Pending,Not Issued
2872,1454,1211624,17.14,120,Personal Loan,Education,2024-10-27,Pending,Not Issued
2873,1454,1961877,16.48,60,Personal Loan,Medical,2026-03-09,Pending,Not Issued
2874,1455,556262,7.3,48,Car Loan,Vehicle,2025-07-12,Approved,Active
2875,1455,96143,8.84,48,Education Loan,Medical,2022-12-24,Approved,Active
2876,1455,622096,7.53,120,Car Loan,Wedding,2025-08-01,Approved,Active
2877,1456,3585549,12.21,12,Car Loan,Travel,2024-01-18,Rejected,Not Issued
2878,1456,910836,16.8,84,Education Loan,Wedding,2024-04-29,Rejected,Not Issued
2879,1457,1169008,13.62,36,Education Loan,Home Purchase,2023-10-03,Pending,Not Issued
2880,1458,415533,14.69,48,Education Loan,Wedding,2026-03-26,Rejected,Not Issued
2881,1459,1067375,17.1,48,Personal Loan,Travel,2022-12-08,Pending,Not Issued
2882,1459,1249264,14.57,84,Education Loan,Business Expansion,2024-01-07,Rejected,Not Issued
2883,1460,3253858,9.73,12,Business Loan,Education,2024-04-04,Approved,Active
2884,1460,1907888,10.94,120,Personal Loan,Medical,2024-12-25,Approved,Active
2885,1460,1901663,9.19,120,Education Loan,Travel,2025-01-26,Approved,Default
2886,1461,470341,13.59,60,Home Loan,Education,2024-07-15,Rejected,Not Issued
2887,1461,2169636,12.29,84,Education Loan,Wedding,2024-06-02,Pending,Not Issued
2888,1462,1812449,12.12,120,Education Loan,Home Purchase,2026-04-09,Rejected,Not Issued
2889,1462,1628251,13.58,24,Education Loan,Business Expansion,2022-08-26,Pending,Not Issued
2890,1462,1757415,13.21,12,Personal Loan,Education,2024-01-03,Rejected,Not Issued
2891,1463,859415,17.12,120,Education Loan,Home Purchase,2025-02-17,Pending,Not Issued
2892,1464,449579,14.77,48,Education Loan,Vehicle,2026-01-08,Pending,Not Issued
2893,1464,2070280,17.86,24,Personal Loan,Education,2024-10-16,Pending,Not Issued
2894,1464,3083400,17.72,24,Business Loan,Vehicle,2026-06-10,Pending,Not Issued
2895,1465,1449097,15.7,24,Business Loan,Business Expansion,2025-02-25,Pending,Not Issued
2896,1465,312129,17.25,12,Home Loan,Business Expansion,2023-10-23,Pending,Not Issued
2897,1465,726652,13.63,36,Personal Loan,Home Purchase,2025-07-22,Pending,Not Issued
2898,1466,755811,12.47,120,Home Loan,Home Purchase,2022-09-25,Pending,Not Issued
2899,1466,630163,12.34,120,Business Loan,Wedding,2026-02-04,Rejected,Not Issued
2900,1466,569526,17.06,60,Education Loan,Business Expansion,2023-01-17,Pending,Not Issued
2901,1467,2883488,12.9,60,Business Loan,Vehicle,2023-11-15,Rejected,Not Issued
2902,1467,1861876,12.17,12,Personal Loan,Medical,2025-10-17,Rejected,Not Issued
2903,1468,1827120,14.14,24,Business Loan,Business Expansion,2025-09-05,Pending,Not Issued
2904,1468,1169007,13.94,12,Personal Loan,Medical,2023-04-16,Pending,Not Issued
2905,1469,766584,10.58,120,Personal Loan,Business Expansion,2024-06-23,Pending,Not Issued
2906,1470,1706767,8.46,48,Education Loan,Wedding,2024-01-16,Approved,Default
2907,1471,993647,17.85,24,Car Loan,Medical,2024-08-18,Rejected,Not Issued
2908,1471,187105,17.39,60,Personal Loan,Medical,2025-08-14,Pending,Not Issued
2909,1471,449145,16.15,36,Business Loan,Wedding,2025-04-11,Pending,Not Issued
2910,1472,80604,12.75,24,Car Loan,Travel,2025-07-07,Pending,Not Issued
2911,1473,4734807,8.24,24,Car Loan,Business Expansion,2023-06-06,Approved,Active
2912,1474,2534505,10.38,36,Car Loan,Travel,2024-12-08,Approved,Active
2913,1475,2880349,17.32,24,Business Loan,Wedding,2022-09-04,Pending,Not Issued
2914,1476,2391449,8.52,36,Business Loan,Business Expansion,2023-05-02,Approved,Active
2915,1476,441877,7.18,48,Business Loan,Wedding,2025-02-03,Approved,Closed
2916,1477,1033518,17.89,60,Education Loan,Business Expansion,2025-03-12,Pending,Not Issued
2917,1478,158146,17.82,84,Business Loan,Education,2026-04-07,Pending,Not Issued
2918,1479,4241999,16.68,24,Education Loan,Travel,2022-08-04,Rejected,Not Issued
2919,1479,1260307,15.49,12,Car Loan,Education,2022-10-18,Pending,Not Issued
2920,1479,191458,15.14,24,Education Loan,Home Purchase,2024-12-25,Pending,Not Issued
2921,1480,2268763,12.73,120,Car Loan,Home Purchase,2022-09-06,Rejected,Not Issued
2922,1481,1389407,14.84,12,Business Loan,Medical,2026-02-26,Rejected,Not Issued
2923,1482,319300,14.4,60,Business Loan,Travel,2024-04-17,Rejected,Not Issued
2924,1482,1948185,15.65,36,Personal Loan,Medical,2024-12-20,Pending,Not Issued
2925,1482,492674,14.34,24,Personal Loan,Home Purchase,2024-12-04,Pending,Not Issued
2926,1483,2134351,13.22,12,Business Loan,Medical,2024-07-18,Pending,Not Issued
2927,1483,1269676,17.62,12,Business Loan,Travel,2026-03-21,Approved,Active
2928,1484,1541406,13.27,12,Business Loan,Business Expansion,2026-04-28,Pending,Not Issued
2929,1484,2003022,13.51,24,Personal Loan,Wedding,2025-11-21,Pending,Not Issued
2930,1484,1490254,16.63,120,Home Loan,Travel,2023-11-12,Pending,Not Issued
2931,1485,929264,8.22,24,Education Loan,Medical,2023-06-04,Approved,Closed
2932,1486,1176907,7.45,36,Car Loan,Medical,2025-03-03,Approved,Default
2933,1486,591180,7.87,24,Education Loan,Education,2024-09-21,Approved,Active
2934,1487,3547910,8.98,36,Car Loan,Business Expansion,2026-02-13,Approved,Active
2935,1487,1420573,8.68,48,Home Loan,Home Purchase,2022-07-22,Approved,Closed
2936,1487,1787551,7.67,24,Home Loan,Vehicle,2024-11-25,Approved,Closed
2937,1488,1154282,11.58,48,Education Loan,Vehicle,2025-10-05,Approved,Active
2938,1488,147717,11.78,120,Business Loan,Wedding,2023-02-24,Approved,Active
2939,1489,2619323,14.13,84,Business Loan,Education,2025-09-20,Pending,Not Issued
2940,1489,2286467,13.7,36,Personal Loan,Vehicle,2024-10-24,Pending,Not Issued
2941,1490,1445763,8.88,120,Business Loan,Education,2026-06-28,Approved,Active
2942,1490,2061510,8.11,60,Business Loan,Wedding,2026-02-18,Approved,Active
2943,1491,77008,17.18,84,Car Loan,Business Expansion,2025-02-12,Pending,Not Issued
2944,1492,645421,17.7,48,Personal Loan,Wedding,2023-10-19,Pending,Not Issued
2945,1492,2554059,17.75,60,Education Loan,Travel,2022-09-01,Rejected,Not Issued
2946,1492,938866,12.54,60,Education Loan,Education,2023-12-26,Pending,Not Issued
2947,1493,507875,12.91,120,Personal Loan,Business Expansion,2022-09-06,Rejected,Not Issued
2948,1493,445988,17.5,84,Education Loan,Home Purchase,2022-12-05,Pending,Not Issued
2949,1493,244077,17.6,24,Business Loan,Business Expansion,2026-01-11,Rejected,Not Issued
2950,1494,321327,14.16,60,Education Loan,Medical,2023-09-25,Rejected,Not Issued
2951,1494,231650,16.91,60,Personal Loan,Home Purchase,2024-12-28,Rejected,Not Issued
2952,1495,501284,16.51,120,Business Loan,Business Expansion,2026-05-08,Rejected,Not Issued
2953,1495,1418402,17.87,48,Business Loan,Vehicle,2024-12-04,Pending,Not Issued
2954,1495,750315,16.92,36,Car Loan,Vehicle,2024-10-30,Pending,Not Issued
2955,1496,1806382,11.13,48,Education Loan,Education,2023-07-26,Approved,Default
2956,1496,3966965,10.99,12,Home Loan,Business Expansion,2025-10-28,Approved,Default
2957,1496,3903220,11.21,60,Business Loan,Medical,2024-03-06,Approved,Active
2958,1497,2294373,18.0,84,Business Loan,Wedding,2023-10-13,Pending,Not Issued
2959,1497,995949,14.88,36,Education Loan,Travel,2026-07-03,Pending,Not Issued
2960,1497,2667524,13.24,36,Car Loan,Wedding,2025-01-05,Rejected,Not Issued
2961,1498,1541793,14.17,84,Home Loan,Vehicle,2025-05-16,Pending,Not Issued
2962,1499,4351715,7.86,12,Car Loan,Wedding,2025-05-16,Approved,Default
2963,1499,1221122,7.72,60,Business Loan,Vehicle,2023-05-01,Approved,Closed
2964,1499,474537,8.61,36,Car Loan,Medical,2024-07-04,Approved,Active
2965,1500,4577362,9.79,60,Business Loan,Wedding,2022-08-09,Approved,Active
2966,1500,232676,11.95,120,Business Loan,Medical,2022-09-02,Approved,Active
2967,1500,2477452,10.84,84,Business Loan,Travel,2024-04-17,Approved,Active
2968,1501,759884,14.55,36,Home Loan,Business Expansion,2026-04-11,Pending,Not Issued
2969,1502,345900,8.75,60,Education Loan,Education,2024-09-05,Approved,Active
2970,1502,3805087,8.5,48,Business Loan,Medical,2023-06-13,Approved,Active
2971,1502,4667082,7.21,12,Car Loan,Vehicle,2023-12-22,Approved,Active
2972,1503,471664,12.12,24,Personal Loan,Vehicle,2024-10-15,Pending,Not Issued
2973,1503,705091,12.46,84,Home Loan,Business Expansion,2024-02-22,Rejected,Not Issued
2974,1504,2279133,17.39,48,Car Loan,Medical,2025-09-16,Pending,Not Issued
2975,1505,2697915,13.51,24,Business Loan,Home Purchase,2025-08-22,Rejected,Not Issued
2976,1506,2649531,12.92,84,Car Loan,Medical,2024-12-19,Pending,Not Issued
2977,1506,1279066,13.98,24,Business Loan,Home Purchase,2023-05-30,Pending,Not Issued
2978,1506,730094,17.78,48,Business Loan,Wedding,2023-02-19,Pending,Not Issued
2979,1507,3944182,9.61,48,Personal Loan,Business Expansion,2024-03-21,Approved,Active
2980,1508,2226013,14.23,24,Home Loan,Education,2025-02-10,Rejected,Not Issued
2981,1509,1508714,9.37,12,Car Loan,Home Purchase,2025-08-14,Pending,Not Issued
2982,1509,2320940,10.97,48,Personal Loan,Business Expansion,2024-10-13,Pending,Not Issued
2983,1509,1356498,11.34,48,Education Loan,Home Purchase,2022-12-19,Approved,Closed
2984,1510,1643602,12.65,36,Home Loan,Home Purchase,2022-09-30,Pending,Not Issued
2985,1511,569315,17.04,12,Business Loan,Education,2022-11-26,Approved,Active
2986,1511,198598,12.66,36,Personal Loan,Business Expansion,2023-11-27,Approved,Closed
2987,1511,669020,16.08,120,Business Loan,Vehicle,2025-02-18,Approved,Closed
2988,1512,379009,14.46,36,Car Loan,Wedding,2024-04-09,Pending,Not Issued
2989,1512,2080810,15.02,36,Personal Loan,Home Purchase,2023-01-09,Pending,Not Issued
2990,1513,3883786,7.57,24,Car Loan,Home Purchase,2024-09-07,Approved,Active
2991,1513,3883680,8.06,84,Car Loan,Vehicle,2024-01-23,Approved,Active
2992,1513,704428,7.77,120,Home Loan,Home Purchase,2025-02-18,Approved,Closed
2993,1514,1097621,14.76,60,Education Loan,Education,2026-07-12,Rejected,Not Issued
2994,1514,222954,16.61,12,Business Loan,Vehicle,2026-02-06,Pending,Not Issued
2995,1515,823358,13.5,84,Car Loan,Wedding,2025-08-26,Pending,Not Issued
2996,1515,469679,14.8,12,Education Loan,Home Purchase,2025-08-28,Pending,Not Issued
2997,1516,1832616,9.23,120,Home Loan,Business Expansion,2026-04-27,Pending,Not Issued
2998,1517,682863,17.06,12,Business Loan,Travel,2026-03-01,Rejected,Not Issued
2999,1517,2257723,17.5,24,Education Loan,Travel,2023-03-13,Rejected,Not Issued
3000,1517,208047,14.65,36,Personal Loan,Home Purchase,2024-10-16,Pending,Not Issued
3001,1518,2005888,16.34,120,Business Loan,Travel,2025-09-04,Pending,Not Issued
3002,1518,1328943,16.1,120,Personal Loan,Home Purchase,2023-01-24,Approved,Active
3003,1519,179681,12.59,120,Personal Loan,Travel,2023-08-07,Pending,Not Issued
3004,1519,2566628,14.14,60,Home Loan,Medical,2023-04-29,Pending,Not Issued
3005,1520,661848,10.79,48,Car Loan,Wedding,2023-03-16,Approved,Active
3006,1520,2287535,9.76,120,Education Loan,Business Expansion,2022-12-22,Approved,Active
3007,1521,2594240,16.36,24,Business Loan,Vehicle,2023-04-20,Pending,Not Issued
3008,1521,1362172,17.17,84,Personal Loan,Business Expansion,2024-04-04,Pending,Not Issued
3009,1521,2245214,15.32,120,Car Loan,Travel,2024-03-19,Pending,Not Issued
